timestamp,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10
1,796.996337890625,786.923095703125,797.8021850585938,801.025634765625
2,803.040283203125,788.5347900390625,801.8314819335938,801.8314819335938
3,791.7582397460938,788.1318969726562,798.2051391601562,797.8021850585938
4,786.923095703125,784.908447265625,792.5640869140625,792.967041015625
5,792.1611938476562,788.937744140625,790.5494384765625,791.3552856445312
6,799.8168334960938,793.3699340820312,790.5494384765625,789.3406372070312
7,804.2490844726562,791.3552856445312,791.7582397460938,789.3406372070312
8,800.2197875976562,790.5494384765625,787.7289428710938,789.7435913085938
9,798.2051391601562,794.5787353515625,782.893798828125,784.908447265625
10,798.2051391601562,795.3846435546875,785.7142944335938,783.6996459960938
11,799.010986328125,795.3846435546875,788.1318969726562,785.3113403320312
12,798.2051391601562,792.967041015625,786.1171875,780.4761962890625
13,794.981689453125,795.7875366210938,785.7142944335938,780.0732421875
14,796.5933837890625,798.2051391601562,789.3406372070312,785.7142944335938
15,799.4139404296875,796.5933837890625,786.923095703125,791.7582397460938
16,796.1904907226562,794.5787353515625,782.4908447265625,792.5640869140625
17,788.5347900390625,790.5494384765625,786.1171875,786.1171875
18,783.6996459960938,786.5201416015625,790.5494384765625,787.7289428710938
19,776.8497924804688,782.893798828125,793.3699340820312,788.5347900390625
20,777.6557006835938,783.2966918945312,795.7875366210938,786.1171875
21,783.2966918945312,785.3113403320312,798.6080322265625,792.1611938476562
22,780.879150390625,784.908447265625,795.3846435546875,792.967041015625
23,784.5054931640625,786.923095703125,799.4139404296875,794.5787353515625
24,788.937744140625,785.7142944335938,803.4432373046875,800.2197875976562
25,786.1171875,784.1025390625,800.6226806640625,799.4139404296875
26,789.7435913085938,785.3113403320312,803.040283203125,805.054931640625
27,799.4139404296875,786.1171875,803.4432373046875,811.90478515625
28,792.967041015625,787.3259887695312,797.3992919921875,801.025634765625
29,786.5201416015625,786.923095703125,795.3846435546875,790.1465454101562
30,788.1318969726562,784.5054931640625,794.1758422851562,786.923095703125
