timestamp,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10
1,792.967041015625,796.5933837890625,793.3699340820312,801.4285888671875
2,791.3552856445312,791.7582397460938,792.5640869140625,798.6080322265625
3,788.937744140625,793.3699340820312,789.3406372070312,791.3552856445312
4,789.3406372070312,798.6080322265625,787.3259887695312,793.3699340820312
5,792.967041015625,792.5640869140625,790.1465454101562,797.8021850585938
6,793.7728881835938,787.7289428710938,795.7875366210938,794.1758422851562
7,796.1904907226562,788.937744140625,792.1611938476562,798.2051391601562
8,794.981689453125,788.1318969726562,788.937744140625,805.4578857421875
9,794.5787353515625,787.7289428710938,794.981689453125,803.8461303710938
10,793.3699340820312,789.3406372070312,796.996337890625,799.8168334960938
11,788.937744140625,790.1465454101562,791.7582397460938,792.967041015625
12,789.3406372070312,790.1465454101562,789.7435913085938,787.7289428710938
13,793.3699340820312,790.5494384765625,793.3699340820312,783.2966918945312
14,794.981689453125,791.3552856445312,792.967041015625,787.7289428710938
15,794.981689453125,793.7728881835938,790.1465454101562,794.981689453125
16,799.8168334960938,787.3259887695312,793.3699340820312,799.010986328125
17,801.025634765625,788.1318969726562,795.7875366210938,799.8168334960938
18,790.952392578125,791.3552856445312,796.5933837890625,791.3552856445312
19,787.3259887695312,789.3406372070312,795.3846435546875,785.7142944335938
20,794.1758422851562,790.5494384765625,795.7875366210938,796.1904907226562
21,794.981689453125,794.1758422851562,797.3992919921875,798.2051391601562
22,793.3699340820312,795.7875366210938,796.5933837890625,795.3846435546875
23,792.5640869140625,795.3846435546875,799.8168334960938,796.1904907226562
24,793.3699340820312,791.3552856445312,801.8314819335938,795.3846435546875
25,789.3406372070312,787.3259887695312,801.8314819335938,792.967041015625
26,788.937744140625,787.3259887695312,802.2344360351562,789.7435913085938
27,785.7142944335938,789.7435913085938,800.2197875976562,793.3699340820312
28,784.1025390625,791.7582397460938,796.996337890625,799.010986328125
29,786.923095703125,788.5347900390625,799.8168334960938,796.5933837890625
30,794.1758422851562,782.893798828125,799.8168334960938,791.7582397460938
31,799.4139404296875,791.3552856445312,801.8314819335938,794.1758422851562
32,789.3406372070312,794.5787353515625,796.5933837890625,804.2490844726562
33,787.3259887695312,793.3699340820312,794.981689453125,799.4139404296875
34,792.1611938476562,796.996337890625,800.6226806640625,791.7582397460938
35,787.7289428710938,801.025634765625,796.1904907226562,793.7728881835938
36,787.3259887695312,801.025634765625,794.1758422851562,796.996337890625
37,790.5494384765625,799.4139404296875,795.3846435546875,797.3992919921875
38,781.6849975585938,799.8168334960938,793.3699340820312,791.7582397460938
39,775.2380981445312,796.996337890625,792.5640869140625,788.5347900390625
40,782.4908447265625,795.7875366210938,794.5787353515625,793.3699340820312
41,786.1171875,792.1611938476562,793.7728881835938,795.7875366210938
42,786.5201416015625,792.967041015625,790.5494384765625,792.967041015625
43,786.5201416015625,796.996337890625,789.3406372070312,796.5933837890625
44,791.3552856445312,797.8021850585938,796.996337890625,804.2490844726562
45,789.7435913085938,802.2344360351562,801.025634765625,798.6080322265625
46,784.5054931640625,795.3846435546875,793.7728881835938,797.3992919921875
47,782.893798828125,786.923095703125,794.1758422851562,791.3552856445312
48,782.087890625,791.7582397460938,791.7582397460938,779.2673950195312
49,782.893798828125,793.7728881835938,783.2966918945312,782.087890625
50,785.3113403320312,796.1904907226562,791.3552856445312,788.937744140625
51,790.5494384765625,796.1904907226562,793.7728881835938,790.1465454101562
52,793.7728881835938,795.7875366210938,786.5201416015625,789.7435913085938
53,790.5494384765625,792.1611938476562,791.3552856445312,784.1025390625
54,793.3699340820312,790.5494384765625,788.5347900390625,780.0732421875
55,801.025634765625,797.3992919921875,785.3113403320312,790.952392578125
56,794.5787353515625,796.5933837890625,794.1758422851562,795.3846435546875
57,791.7582397460938,794.5787353515625,795.3846435546875,790.5494384765625
58,796.996337890625,797.8021850585938,793.3699340820312,796.5933837890625
59,794.981689453125,800.2197875976562,792.967041015625,800.2197875976562
60,787.3259887695312,803.4432373046875,793.3699340820312,797.3992919921875
61,784.1025390625,803.4432373046875,794.1758422851562,800.2197875976562
62,787.7289428710938,800.6226806640625,792.967041015625,799.4139404296875
63,786.5201416015625,796.1904907226562,792.967041015625,794.981689453125
64,790.952392578125,790.1465454101562,792.5640869140625,803.4432373046875
65,790.5494384765625,786.1171875,793.3699340820312,804.2490844726562
66,781.2820434570312,783.2966918945312,794.981689453125,794.981689453125
67,777.2527465820312,789.7435913085938,794.981689453125,794.1758422851562
