timestamp,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10
1,792.1611938476562,770.0,812.3076782226562,814.7252807617188
2,791.3552856445312,774.4322509765625,805.8607788085938,813.5164794921875
3,787.3259887695312,781.2820434570312,799.4139404296875,805.054931640625
4,792.5640869140625,780.879150390625,803.4432373046875,807.069580078125
5,798.2051391601562,780.0732421875,803.040283203125,806.2637329101562
6,798.6080322265625,781.6849975585938,797.3992919921875,799.8168334960938
7,790.5494384765625,780.879150390625,794.981689453125,798.2051391601562
8,790.1465454101562,779.6703491210938,795.3846435546875,797.3992919921875
9,796.996337890625,784.1025390625,796.996337890625,795.3846435546875
10,795.3846435546875,784.908447265625,799.8168334960938,795.3846435546875
11,800.2197875976562,785.7142944335938,800.2197875976562,795.7875366210938
12,801.025634765625,786.5201416015625,798.6080322265625,791.3552856445312
13,794.981689453125,784.908447265625,797.8021850585938,786.1171875
14,796.5933837890625,788.937744140625,797.8021850585938,785.7142944335938
15,803.8461303710938,790.5494384765625,796.5933837890625,788.937744140625
16,805.4578857421875,787.7289428710938,793.3699340820312,795.3846435546875
17,802.2344360351562,789.3406372070312,791.3552856445312,795.7875366210938
18,799.010986328125,785.7142944335938,795.3846435546875,786.923095703125
19,796.996337890625,782.893798828125,796.1904907226562,788.937744140625
20,793.7728881835938,784.908447265625,797.8021850585938,796.5933837890625
21,791.3552856445312,786.5201416015625,800.2197875976562,798.6080322265625
22,789.3406372070312,785.3113403320312,799.8168334960938,795.3846435546875
23,787.3259887695312,785.3113403320312,803.4432373046875,793.7728881835938
24,789.3406372070312,783.6996459960938,803.4432373046875,797.8021850585938
25,794.1758422851562,784.908447265625,800.2197875976562,802.2344360351562
26,796.5933837890625,786.5201416015625,800.6226806640625,802.2344360351562
27,796.5933837890625,787.7289428710938,802.6373901367188,803.4432373046875
28,799.8168334960938,791.7582397460938,803.4432373046875,802.6373901367188
29,796.996337890625,792.967041015625,801.025634765625,796.996337890625
30,792.967041015625,793.3699340820312,801.025634765625,796.5933837890625
31,794.5787353515625,791.7582397460938,804.2490844726562,798.6080322265625
32,790.952392578125,785.3113403320312,803.8461303710938,796.1904907226562
33,786.5201416015625,781.6849975585938,805.4578857421875,793.7728881835938
34,788.937744140625,788.937744140625,806.2637329101562,793.7728881835938
35,789.3406372070312,793.3699340820312,805.8607788085938,794.5787353515625
36,788.5347900390625,790.5494384765625,803.4432373046875,793.7728881835938
37,794.1758422851562,792.967041015625,805.4578857421875,789.7435913085938
38,793.3699340820312,795.3846435546875,804.6520385742188,784.1025390625
39,792.967041015625,793.3699340820312,797.3992919921875,783.6996459960938
40,795.3846435546875,794.1758422851562,798.2051391601562,789.3406372070312
41,797.8021850585938,793.7728881835938,802.6373901367188,790.5494384765625
42,794.981689453125,786.1171875,798.6080322265625,782.4908447265625
43,795.7875366210938,787.7289428710938,798.2051391601562,783.6996459960938
44,795.7875366210938,791.7582397460938,797.3992919921875,791.7582397460938
45,791.3552856445312,788.5347900390625,800.2197875976562,791.7582397460938
46,794.1758422851562,788.5347900390625,803.4432373046875,793.3699340820312
47,792.967041015625,788.937744140625,796.1904907226562,793.7728881835938
48,783.6996459960938,787.7289428710938,793.3699340820312,791.3552856445312
49,780.0732421875,781.6849975585938,792.5640869140625,788.5347900390625
50,786.5201416015625,782.087890625,794.5787353515625,792.5640869140625
51,792.1611938476562,786.923095703125,800.2197875976562,805.4578857421875
52,789.7435913085938,787.3259887695312,798.6080322265625,807.069580078125
53,791.3552856445312,788.5347900390625,796.5933837890625,797.3992919921875
54,792.1611938476562,790.5494384765625,796.1904907226562,798.2051391601562
